Table with column headers in row 3,,,,
State Postal Code,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
CO,North Park School District R-1,"1,302",178,33
CO,Norwood School District R-2J,"1,823",217,33
CO,Otis School District R-3,961,187,29
CO,Ouray School District R-1,"1,674",178,17
CO,Park County School District RE-2,"7,845",706,103
CO,Pawnee School District RE-12,600,90,15
CO,Peyton School District 23-JT,"4,345",780,49
CO,Plainview School District RE-2,271,47,10
CO,Plateau School District RE-5,509,95,13
CO,Plateau Valley School District 50,"2,227",324,112
CO,Platte Canyon School District 1,"10,094","1,237",86
CO,Platte Valley School District RE-7,"5,002",977,88
CO,Poudre School District R-1,"225,749","30,692","2,430"
CO,Prairie School District RE-11,494,109,9
CO,Primero Reorganized School District 2,"1,058",84,21
CO,Pritchett School District RE-3,270,52,9
CO,Pueblo City School District 60,"114,486","18,259","3,847"
CO,Pueblo County School District 70,"54,732","9,538",941
CO,Rangely School District RE-4,"2,701",489,49
CO,Revere School District,746,108,21
CO,Ridgway School District R-2,"3,049",347,20
CO,Roaring Fork School District RE-1,"39,586","6,002",414
CO,Rocky Ford School District R-2,"5,217",895,273
CO,Salida School District R-32,"10,571","1,224",122
CO,Sanford School District 6J,"1,434",319,65
CO,Sangre de Cristo School District RE-22J,"1,137",199,86
CO,Sargent School District RE-33J,"1,033",170,27
CO,School District 27J,"112,640","21,845","1,745"
CO,School District 49,"106,828","21,150","1,379"
CO,Sheridan School District 2,"8,387","1,244",235
CO,Sierra Grande School District R-30,"1,788",265,83
CO,Silverton School District 1,803,70,16
CO,South Conejos School District RE-10,"1,929",269,57
CO,South Routt School District RE-3,"3,263",390,25
CO,Springfield School District RE-4,"1,845",286,72
CO,St. Vrain Valley School District RE 1J,"194,591","32,544","2,549"
CO,Steamboat Springs School District RE-2,"18,730","2,442",128
CO,Strasburg School District 31J,"6,071","1,206",75
CO,Stratton School District R-4,"1,043",198,23
CO,Summit School District RE-1,"30,429","3,472",192
CO,Swink School District 33,"1,255",252,54
CO,Telluride School District R-1,"6,496",799,57
CO,Thompson School District R-2J,"129,978","18,831","1,619"
CO,Trinidad School District 1,"9,696","1,427",335
CO,Upper Rio Grande School District C-7,"3,881",493,84
CO,Valley School District RE-1,"18,470","2,291",400
CO,Vilas School District RE-5,234,59,11
CO,Walsh School District RE-1,849,135,34
CO,Weld County School District No. RE-2,"12,414","2,497",180
CO,Weld County School District RE-1,"10,823","2,045",167
CO,Weld County School District RE-3J,"16,992","3,293",284
CO,Weld County School District RE-8,"15,373","2,878",283
CO,Weldon Valley School District RE-20J,827,144,22
CO,West End School District RE-2,"1,747",229,76
CO,West Grand School District 1-JT,"3,312",497,51
CO,Westminster Public School District,"75,766","12,510","1,980"
CO,Widefield School District 3,"61,376","11,653","1,110"
CO,Wiggins School District RE-50J,"3,470",708,96
CO,Wiley School District RE-13-JT,946,191,23
CO,Windsor School District RE-4,"44,188","9,015",416
CO,Woodland Park School District RE-2,"19,768","2,642",251
CO,Woodlin School District R-104,383,85,21
CO,Wray School District RD-2,"3,901",806,99
CO,Yuma School District 1,"4,864","1,034",175
CT,Andover School District,"3,168",218,11
CT,Ansonia School District,"19,074","2,922",420
CT,Ashford School District,"4,228",376,35
CT,Avon School District,"19,033","3,592",99
CT,Barkhamsted School District,"3,671",300,13
CT,Berlin School District,"20,282","2,931",137
CT,Bethany School District,"5,322",428,16
CT,Bethel School District,"20,461","3,398",245
CT,Bloomfield School District,"21,650","2,540",362
CT,Bolton School District,"4,884",761,44
CT,Bozrah School District,"2,429",306,30
CT,Branford School District,"28,410","3,215",208
CT,Bridgeport School District,"149,342","23,668","6,036"
CT,Bristol School District,"61,334","8,784",975
CT,Brookfield School District,"17,617","2,948",128
CT,Brooklyn School District,"8,525","1,303",113
CT,Canaan School District,"1,087",89,9
CT,Canterbury School District,"5,090",808,68
CT,Canton School District,"10,178","1,641",62
CT,Chaplin School District,"2,170",137,17
CT,Cheshire School District,"28,969","4,859",121
CT,Chester School District,"3,800",213,12
CT,Clinton School District,"13,366","1,668",115
CT,Colchester School District,"15,553","2,552",109
CT,Colebrook School District,"1,370",79,4
CT,Columbia School District,"5,300",749,41
CT,Cornwall School District,"1,577",115,11
CT,Coventry School District,"12,300","1,885",112
CT,Cromwell School District,"14,421","2,007",92
CT,Danbury School District,"86,956","12,368","1,871"
CT,Darien School District,"21,608","5,244",81
CT,Deep River School District,"4,476",283,20
CT,Derby School District,"12,426","1,629",227
CT,East Granby School District,"5,242",893,33
CT,East Haddam School District,"8,997","1,222",58
CT,East Hampton School District,"12,892","1,833",71
CT,East Hartford School District,"51,317","8,162","1,511"
CT,East Haven School District,"28,058","3,518",453
CT,East Lyme School District,"18,691","2,580",120
CT,East Windsor School District,"11,250","1,339",155
CT,Eastford School District,"1,663",227,14
CT,Easton School District,"7,640",980,43
CT,Ellington School District,"16,513","2,681",88
CT,Enfield School District,"42,365","5,617",600
CT,Essex School District,"6,826",396,20
CT,Fairfield School District,"61,797","10,227",380
CT,Farmington School District,"26,854","4,328",177
CT,Franklin School District,"1,863",260,27
CT,Glastonbury School District,"35,346","6,176",218
CT,Granby School District,"10,961","1,906",47
CT,Greenwich School District,"63,839","11,931",526
CT,Griswold School District,"11,401","1,752",216
CT,Groton School District,"38,407","4,625",505
CT,Guilford School District,"22,180","3,682",107
CT,Hamden School District,"61,465","7,811",899
CT,Hampton School District,"1,743",103,7
CT,Hartford School District,"121,699","19,634","6,386"
CT,Hartland School District,"1,913",279,17
CT,Hebron School District,"9,146",784,32
CT,Kent School District,"3,039",249,13
CT,Killingly School District,"17,910","2,543",330
CT,Lebanon School District,"7,141","1,072",81
CT,Ledyard School District,"15,412","2,673",139
CT,Lisbon School District,"4,195",663,59
CT,Litchfield School District,"8,245","1,113",54
CT,Madison School District,"17,776","3,092",61
CT,Manchester School District,"60,031","8,349","1,330"
CT,Mansfield School District,"26,030","1,137",104
CT,Marlborough School District,"6,166",518,23
CT,Meriden School District,"61,144","9,794","1,924"
CT,Middletown School District,"48,374","5,323",658
CT,Milford School District,"52,295","6,662",361
CT,Monroe School District,"18,912","3,377",135
CT,Montville School District,"18,385","2,528",200
CT,Naugatuck School District,"31,845","4,920",537
CT,New Britain School District,"74,530","11,567","3,065"
CT,New Canaan School District,"20,726","4,923",109
CT,New Fairfield School District,"13,648","2,351",81
CT,New Hartford School District,"6,701",540,27
CT,New Haven School District,"134,671","20,517","5,459"
CT,New London School District,"27,364","3,618",881
CT,New Milford School District,"28,257","4,398",290
CT,Newington School District,"30,699","4,185",311
CT,Newtown School District,"27,310","4,798",129
CT,Norfolk School District,"1,598",103,6
CT,North Branford School District,"13,609","2,005",92
CT,North Canaan School District,"3,232",293,25
CT,North Haven School District,"24,370","3,662",176
CT,North Stonington School District,"5,148",783,40
CT,Norwalk School District,"91,646","12,630","1,754"
CT,Norwich School District,"40,121","5,991","1,098"
CT,Old Saybrook School District,"10,625","1,169",65
CT,Orange School District,"14,349","1,258",42
CT,Oxford School District,"12,811","1,947",47
CT,Plainfield School District,"15,106","2,412",292
CT,Plainville School District,"17,618","2,284",207
CT,Plymouth School District,"11,767","1,592",122
CT,Pomfret School District,"4,304",668,16
CT,Portland School District,"9,513","1,381",79
CT,Preston School District,"4,788",705,42
CT,Putnam School District,"9,306","1,334",179
CT,Redding School District,"8,809","1,048",32
CT,Regional High School District 01,"15,853",721,39
CT,Regional High School District 04,"15,102",829,39
CT,Regional High School District 05,"28,803","2,722",77
CT,Regional High School District 07,"13,340",983,39
CT,Regional High School District 08,"18,480","1,407",48
CT,Regional High School District 09,"16,449",945,27
CT,Regional High School District 11,"5,503",386,27
CT,Regional High School District 19,"35,853","1,084",72
CT,Regional School District 06,"6,801",991,43
CT,Regional School District 10,"15,101","2,677",77
CT,Regional School District 12,"7,614",969,45
CT,Regional School District 13,"11,526","1,722",62
CT,Regional School District 14,"13,216","1,694",74
CT,Regional School District 15,"27,679","4,062",118
CT,Regional School District 16,"15,461","2,273",95
CT,Regional School District 17,"14,827","2,159",91
CT,Regional School District 18,"10,117","1,335",47
CT,Ridgefield School District,"25,160","5,165",105
CT,Rocky Hill School District,"20,956","2,958",156
CT,Salem School District,"4,213",690,29
CT,Salisbury School District,"4,221",429,18
CT,Scotland School District,"1,590",116,7
CT,Seymour School District,"16,886","2,468",179
CT,Sharon School District,"2,697",180,17
CT,Shelton School District,"41,205","5,499",264
CT,Sherman School District,"3,545",485,17
CT,Simsbury School District,"24,648","4,623",157
CT,Somers School District,"10,310","1,487",47
CT,South Windsor School District,"27,061","4,975",169
CT,Southington School District,"43,733","6,689",311
CT,Sprague School District,"2,967",459,42
CT,Stafford School District,"11,533","1,645",159
CT,Stamford School District,"136,156","18,204","2,303"
CT,Sterling School District,"3,610",548,56
CT,Stonington School District,"18,333","2,364",156
CT,Stratford School District,"52,597","7,555",819
CT,Suffield School District,"15,836","2,343",95
CT,Thomaston School District,"7,503","1,077",58
CT,Thompson School District,"9,271","1,265",96
CT,Tolland School District,"14,640","2,574",77
CT,Torrington School District,"35,746","4,951",709
CT,Trumbull School District,"36,997","6,960",257
CT,Union School District,792,101,3
CT,Vernon School District,"30,376","3,702",561
CT,Voluntown School District,"2,593",355,18
CT,Wallingford School District,"44,610","6,354",402
CT,Waterbury School District,"115,345","20,231","4,472"
CT,Waterford School District,"19,569","2,824",152
CT,Watertown School District,"22,287","3,230",166
CT,West Hartford School District,"64,424","10,132",623
CT,West Haven School District,"55,853","7,682","1,393"
CT,Westbrook School District,"6,862",731,57
CT,Weston School District,"10,406","2,417",50
CT,Westport School District,"27,278","5,825",141
CT,Wethersfield School District,"27,443","4,060",259
CT,Willington School District,"5,595",462,43
CT,Wilton School District,"18,597","4,082",61
CT,Winchester School District,"10,290","1,309",167
CT,Windham School District,"24,423","3,319",778
CT,Windsor Locks School District,"12,680","1,680",208
CT,Windsor School District,"29,649","4,348",387
CT,Wolcott School District,"16,275","2,477",140
CT,Woodbridge School District,"9,131",835,33
CT,Woodstock School District,"8,294","1,462",60
DE,Appoquinimink School District,"70,402","14,158",735
DE,Brandywine School District,"92,915","13,765","1,464"
DE,Caesar Rodney School District,"49,824","8,893","1,143"
DE,Cape Henlopen School District,"66,441","6,558",679
DE,Capital School District,"60,983","9,399","1,865"
DE,Christina School District,"176,806","25,839","3,970"
DE,Colonial School District,"89,368","14,178","2,156"
DE,Delmar School District,"7,795","1,434",203
DE,Indian River School District,"99,649","11,669","1,768"
DE,Lake Forest School District,"26,971","4,543",634
DE,Laurel School District,"17,865","3,026",571
DE,Milford School District,"32,930","5,172",739
DE,Red Clay Consolidated School District,"141,130","21,327","2,747"
DE,Seaford School District,"27,165","4,372",867
DE,Smyrna School District,"40,785","7,083",628
DE,Woodbridge School District,"17,367","2,945",470
DC,District of Columbia Public Schools,"671,803","85,376","17,274"
FL,Alachua County School District,"284,030","36,762","5,138"
FL,Baker County School District,"27,803","5,064",881
FL,Bay County School District,"185,134","28,364","4,679"
